subscriber_id,subscriber_key,client_id,subscriber_id_alt,msisdn,imsi,plan_id,status,activation_date,churn_date,region
S00020016,SUB-00020016,C0008546,SUBSCR-0020016,33059999018,703967992037709,P_PLUS_40,active,2025-11-07,,NORTH
S00020017,SUB-00020017,C0008547,SUBSCR-0020017,33117534709,684447512632391,P_PLUS_40,active,2025-10-29,,WEST
S00020018,SUB-00020018,C9999997,SUBSCR-0020018,33693831069,127809633558235,P_PLUS_40,active,2025-10-31,,WEST
S00020019,SUB-00020019,C0008547,SUBSCR-0020019,33069176543,075667026442267,P_PLUS_40,active,2025-08-17,,WEST
S00020020,SUB-00020020,C0008548,SUBSCR-0020020,33654600060,354763317365815,P_PLUS_40,active,2023-09-08,,METRO
S00020021,SUB-00020021,C0008549,SUBSCR-0020021,33682607214,947767027655629,P_PLUS_40,active,2024-09-12,,METRO
S00020022,SUB-00020022,C0008549,SUBSCR-0020022,33232727870,799498313077498,P_BASIC_10,active,2025-05-11,,METRO
S00020023,SUB-00020023,C9999990,SUBSCR-0020023,33394071240,664994885737189,P_PLUS_40,suspended,2023-04-06,,METRO
S00020024,SUB-00020024,C0008549,SUBSCR-0020024,33517351128,225687008577986,P_PLUS_40,churned,2024-07-29,2024-12-17,METRO
S00020025,SUB-00020025,C9999997,SUBSCR-0020025,33407344172,293408765855596,P_PLUS_40,active,2025-01-25,,WEST
S00020026,SUB-00020026,C0008550,SUBSCR-0020026,33966515212,660941119854782,P_BASIC_10,active,2025-09-15,,WEST
S00020027,SUB-00020027,C0008551,SUBSCR-0020027,33330234910,765515559380266,P_BIZ_200,active,2024-02-19,,CENTER
S00020028,SUB-00020028,C0008551,SUBSCR-0020028,33413579532,673150396026878,P_BIZ_200,churned,2025-08-23,2025-11-02,CENTER
S00020029,SUB-00020029,C0008551,SUBSCR-0020029,33115778890,711813596322562,P_BIZ_200,active,2023-01-28,,CENTER
S00020030,SUB-00020030,C0008551,SUBSCR-0020030,33145423551,480671166785973,P_BIZ_200,active,2023-05-19,,CENTER
S00020031,SUB-00020031,C0008551,SUBSCR-0020031,33508747559,747888982037760,P_PREMIUM_120,active,2025-03-12,,CENTER
S00020032,SUB-00020032,C0008551,SUBSCR-0020032,33386332844,138217116564865,P_PREMIUM_120,active,2025-07-19,,CENTER
S00020033,SUB-00020033,C0008552,SUBSCR-0020033,33339227205,470802667003933,P_BASIC_10,active,2024-12-30,,WEST
S00020034,SUB-00020034,C0008552,SUBSCR-0020034,33217491072,537413286039215,P_PLUS_40,active,2025-03-25,,WEST
S00020035,SUB-00020035,C0008553,SUBSCR-0020035,33734142377,892602351075042,P_PLUS_40,active,2025-05-29,,WEST
S00020036,SUB-00020036,C0008553,SUBSCR-0020036,33802738405,454664814508789,P_PLUS_40,active,2025-11-15,,WEST
S00020037,SUB-00020037,C0008554,SUBSCR-0020037,33711975375,266041345032589,P_PLUS_40,active,2024-06-16,,METRO
S00020038,SUB-00020038,C0008554,SUBSCR-0020038,33421851164,048544978947596,P_PLUS_40,active,2024-03-29,,METRO
S00020039,SUB-00020039,C0008554,SUBSCR-0020039,33121567657,648583742000608,P_BASIC_10,suspended,2024-02-05,,METRO
S00020040,SUB-00020040,C0008555,SUBSCR-0020040,33962031799,258987252423391,P_PLUS_40,active,2025-06-14,,SOUTH
S00020041,SUB-00020041,C0008555,SUBSCR-0020041,33361380318,114434053140195,P_BIZ_200,active,2025-07-08,,SOUTH
S00020042,SUB-00020042,C0008555,SUBSCR-0020042,33172718238,998753730785374,P_PLUS_40,active,2025-08-19,,SOUTH
S00020043,SUB-00020043,C0008555,SUBSCR-0020043,33093111790,431777795284563,P_PLUS_40,active,2025-12-30,,SOUTH
S00020044,SUB-00020044,C0008556,SUBSCR-0020044,33919594824,271714765727686,P_PLUS_40,active,2025-11-05,,NORTH
S00020045,SUB-00020045,C0008556,SUBSCR-0020045,33267193489,943455007001091,P_PLUS_40,active,2025-09-24,,NORTH
S00020046,SUB-00020046,C0008556,SUBSCR-0020046,33203335360,887350103438313,P_BIZ_200,active,2024-10-25,,NORTH
S00020047,SUB-00020047,C0008557,SUBSCR-0020047,33455721780,827963800978545,P_PLUS_40,active,2025-09-11,,WEST
S00020048,SUB-00020048,C0008558,SUBSCR-0020048,33525718673,472497332605908,P_BIZ_200,active,2025-03-26,,METRO
S00020049,SUB-00020049,C0008558,SUBSCR-0020049,33236111360,665206467506752,P_PREMIUM_120,active,2024-11-16,,METRO
S00020050,SUB-00020050,C0008558,SUBSCR-0020050,33815133791,909883053044272,P_BASIC_10,active,2025-04-20,,METRO
S00020051,SUB-00020051,C0008559,SUBSCR-0020051,33617746800,201428821119703,P_PLUS_40,active,2023-07-17,,WEST
S00020052,SUB-00020052,C0008559,SUBSCR-0020052,33149220388,728739178013536,P_PLUS_40,active,2024-04-17,,WEST
S00020053,SUB-00020053,C0008559,SUBSCR-0020053,33933445109,524444944481054,P_PLUS_40,active,2025-03-25,,WEST
S00020054,SUB-00020054,C0008560,SUBSCR-0020054,33513206406,814477707282340,P_PREMIUM_120,active,2024-07-20,,EAST
S00020055,SUB-00020055,C0008561,SUBSCR-0020055,33144537288,655589291433743,P_BASIC_10,churned,2024-09-25,2024-12-19,NORTH
S00020056,SUB-00020056,C0008561,SUBSCR-0020056,33795682075,185018156503290,P_PREMIUM_120,active,2022-10-06,,NORTH
S00020057,SUB-00020057,C0008562,SUBSCR-0020057,33952119757,013072693220211,P_PLUS_40,active,2025-07-06,,NORTH
S00020058,SUB-00020058,C9999990,SUBSCR-0020058,33286367467,235905050133475,P_BIZ_200,churned,2025-05-06,2025-11-10,NORTH
S00020059,SUB-00020059,0008563,SUBSCR-0020059,33430639797,715846790961509,P_BIZ_200,active,2024-07-26,,NORTH
S00020060,SUB-00020060,C0008563,SUBSCR-0020060,33738869056,346077223165413,P_PREMIUM_120,active,2024-03-19,,NORTH
S00020061,SUB-00020061,C0008563,SUBSCR-0020061,33916479232,435445619165852,P_PREMIUM_120,active,2024-10-17,,NORTH
S00020062,SUB-00020062,C0008564,SUBSCR-0020062,33976307867,212015580160372,P_PLUS_40,active,2023-11-28,,SOUTH
S00020063,SUB-00020063,0008564,SUBSCR-0020063,33872668027,707017033559119,P_PREMIUM_120,active,2024-06-30,,SOUTH
S00020064,SUB-00020064,C0008564,SUBSCR-0020064,33545031186,354243841566779,P_PLUS_40,active,2025-01-18,,SOUTH
S00020065,SUB-00020065,C0008565,SUBSCR-0020065,33666408514,967719731123871,P_BASIC_10,active,2025-07-29,,METRO
S00020066,SUB-00020066,C0008566,SUBSCR-0020066,33393957971,145005973784929,P_PREMIUM_120,active,2023-06-23,,EAST
S00020067,SUB-00020067,C9999992,SUBSCR-0020067,33553836168,710745617660058,P_PREMIUM_120,active,2024-08-13,,EAST
S00020068,SUB-00020068,C0008567,SUBSCR-0020068,33916834503,977964096326887,P_BIZ_200,active,2024-09-20,,CENTER
S00020069,SUB-00020069,C9999993,SUBSCR-0020069,33374795923,698511629697432,P_PLUS_40,active,2025-06-09,,CENTER
S00020070,SUB-00020070,C0008568,SUBSCR-0020070,33114420152,471509174476314,P_BASIC_10,active,2025-08-31,,NORTH
S00020071,SUB-00020071,0008568,SUBSCR-0020071,33620247419,139645950711604,P_BASIC_10,active,2025-09-23,,NORTH
S00020072,SUB-00020072,C0008568,SUBSCR-0020072,33803793127,097855577788919,P_BIZ_200,active,2025-12-02,,NORTH
S00020073,SUB-00020073,C0008569,SUBSCR-0020073,33229270120,109059609552468,P_BIZ_200,active,2024-06-18,,EAST
S00020074,SUB-00020074,C0008570,SUBSCR-0020074,33520689871,209542018913659,P_PLUS_40,churned,2025-11-13,2025-11-14,NORTH
S00020075,SUB-00020075,C0008570,SUBSCR-0020075,33458911940,609707439319243,P_PLUS_40,active,2025-12-09,,NORTH
S00020076,SUB-00020076,C0008571,SUBSCR-0020076,33817025126,659166930017347,P_BIZ_200,active,2025-09-23,,WEST
S00020077,SUB-00020077,C0008571,SUBSCR-0020077,33604239994,629304154929539,P_PREMIUM_120,active,2023-11-20,,WEST
S00020078,SUB-00020078,C0008572,SUBSCR-0020078,33427047745,116292514136675,P_BIZ_200,active,2023-10-06,,SOUTH
S00020079,SUB-00020079,C0008572,SUBSCR-0020079,33583139489,968128003092435,P_BIZ_200,active,2023-09-13,,SOUTH
S00020080,SUB-00020080,C0008572,SUBSCR-0020080,33939370270,349332317922059,P_PREMIUM_120,active,2025-07-21,,SOUTH
S00020081,SUB-00020081,C0008573,SUBSCR-0020081,33086420276,193486520137434,P_BASIC_10,active,2025-02-03,,METRO
S00020082,SUB-00020082,C0008573,SUBSCR-0020082,33861653974,227286424743546,P_PLUS_40,suspended,2025-01-11,,METRO
S00020083,SUB-00020083,C0008573,SUBSCR-0020083,33117614835,195086965764598,P_PREMIUM_120,active,2025-10-15,,METRO
S00020084,SUB-00020084,C0008574,SUBSCR-0020084,33271563607,577500398159998,P_BIZ_200,active,2023-10-28,,NORTH
S00020085,SUB-00020085,C0008574,SUBSCR-0020085,33678827109,509206990668512,P_PREMIUM_120,active,2023-02-03,,NORTH
S00020086,SUB-00020086,C0008574,SUBSCR-0020086,33784916618,201291120812493,P_PLUS_40,active,2024-12-24,,NORTH
S00020087,SUB-00020087,C0008574,SUBSCR-0020087,33054143080,620304254552204,P_PLUS_40,churned,2022-04-23,2024-08-22,NORTH
S00020088,SUB-00020088,C0008575,SUBSCR-0020088,33439123413,220062951170542,P_BASIC_10,active,2024-08-16,,CENTER
S00020089,SUB-00020089,C0008575,SUBSCR-0020089,33828402792,364669855381156,P_PLUS_40,active,2023-06-23,,CENTER
S00020090,SUB-00020090,C0008575,SUBSCR-0020090,33313393118,813517261251237,P_BIZ_200,active,2023-02-26,,CENTER
S00020091,SUB-00020091,C0008576,SUBSCR-0020091,33001879396,060527506302580,P_BASIC_10,active,2025-03-26,,CENTER
S00020092,SUB-00020092,C0008577,SUBSCR-0020092,33127240077,944868765926251,P_PLUS_40,active,2025-09-06,,SOUTH
S00020093,SUB-00020093,C0008577,SUBSCR-0020093,33451651141,011822312956279,P_PLUS_40,active,2025-10-21,,SOUTH
S00020094,SUB-00020094,C0008577,SUBSCR-0020094,33989912731,516014769280793,P_BIZ_200,active,2025-04-07,,SOUTH
S00020095,SUB-00020095,C0008578,SUBSCR-0020095,33996762344,142313434217137,P_PLUS_40,active,2025-04-17,,WEST
S00020096,SUB-00020096,C0008578,SUBSCR-0020096,33260383578,226462586057355,P_PREMIUM_120,active,2023-12-01,,WEST
S00020097,SUB-00020097,C0008579,SUBSCR-0020097,33538892206,018345890352662,P_BASIC_10,active,2025-11-04,,SOUTH
S00020098,SUB-00020098,C0008579,SUBSCR-0020098,33999104935,370576201425626,P_PLUS_40,active,2025-07-03,,SOUTH
S00020099,SUB-00020099,C0008579,SUBSCR-0020099,33692095862,757199080179166,P_PREMIUM_120,churned,2025-04-17,2025-10-17,SOUTH
S00020100,SUB-00020100,C0008579,SUBSCR-0020100,33923997430,991641338185111,P_PLUS_40,active,2025-10-28,,SOUTH
S00020101,SUB-00020101,C0008580,SUBSCR-0020101,33245292788,095634473071359,P_PLUS_40,suspended,2024-12-13,,SOUTH
S00020102,SUB-00020102,C0008580,SUBSCR-0020102,33834930606,093541737051030,P_BIZ_200,active,2024-11-27,,SOUTH
S00020103,SUB-00020103,C0008580,SUBSCR-0020103,33297346592,973372707410571,P_BASIC_10,churned,2025-12-30,2025-12-31,SOUTH
S00020104,SUB-00020104,C0008581,SUBSCR-0020104,33429351049,718504401540058,P_PLUS_40,suspended,2024-07-02,,WEST
S00020105,SUB-00020105,C0008581,SUBSCR-0020105,33888268991,663549195345415,P_PLUS_40,active,2024-06-18,,WEST
S00020106,SUB-00020106,C0008581,SUBSCR-0020106,33901994454,319239438986517,P_PREMIUM_120,active,2025-03-20,,WEST
S00020107,SUB-00020107,C0008582,SUBSCR-0020107,33003343508,653924673310603,P_PLUS_40,suspended,2025-02-13,,SOUTH
S00020108,SUB-00020108,C0008582,SUBSCR-0020108,33889661653,993088113865071,P_BIZ_200,active,2025-05-28,,SOUTH
S00020109,SUB-00020109,C0008583,SUBSCR-0020109,33743706188,715734195419700,P_BASIC_10,active,2023-10-18,,EAST
S00020110,SUB-00020110,C0008583,SUBSCR-0020110,33575760071,797150668959425,P_PLUS_40,active,2024-03-22,,EAST
S00020111,SUB-00020111,C0008583,SUBSCR-0020111,33477074383,179276068142323,P_BASIC_10,suspended,2024-05-11,,EAST
S00020112,SUB-00020112,C0008584,SUBSCR-0020112,33386750409,,P_BIZ_200,active,2025-12-05,,WEST
S00020113,SUB-00020113,C0008584,SUBSCR-0020113,33548712275,829960011750487,P_PREMIUM_120,active,2025-10-10,,WEST
S00020114,SUB-00020114,C0008584,SUBSCR-0020114,33698529078,997013752147969,P_PREMIUM_120,active,2025-01-27,,WEST
S00020115,SUB-00020115,C0008584,SUBSCR-0020115,33415658581,607665166646208,P_BIZ_200,suspended,2023-03-13,,WEST
S00020116,SUB-00020116,C0008584,SUBSCR-0020116,33573302334,429104798901150,P_PLUS_40,active,2023-01-04,,WEST
S00020117,SUB-00020117,C0008584,SUBSCR-0020117,33981818348,831011558316928,P_PREMIUM_120,churned,2022-12-16,2025-12-22,WEST
S00020118,SUB-00020118,C0008585,SUBSCR-0020118,33769174814,500967828845667,P_BIZ_200,active,2025-12-02,,EAST
S00020119,SUB-00020119, C0008585 ,SUBSCR-0020119,33122421282,781951449108723,P_PLUS_40,active,2025-03-19,,EAST
S00020120,SUB-00020120,C0008586,SUBSCR-0020120,33683813649,528988962932193,P_PLUS_40,active,2025-08-14,,METRO
S00020121,SUB-00020121,0008586,SUBSCR-0020121,33652800962,742644088337128,P_PLUS_40,active,2025-11-09,,METRO
S00020122,SUB-00020122,C0008586,,33528731283,569287547589964,P_BASIC_10,active,2025-10-08,,METRO
S00020123,SUB-00020123,C0008587,SUBSCR-0020123,33432861386,501328409643870,P_PLUS_40,active,2024-04-25,,SOUTH
S00020124,SUB-00020124,C0008587,SUBSCR-0020124,33158080956,059133847189784,P_PLUS_40,active,2023-05-26,,SOUTH
S00020125,SUB-00020125,C0008587,,33033340699,727141602558902,P_PREMIUM_120,active,2024-05-12,,SOUTH
S00020126,SUB-00020126,C0008587,SUBSCR-0020126,33349523803,773448946172485,P_PREMIUM_120,active,2025-05-23,,SOUTH
S00020127,SUB-00020127,C0008588,SUBSCR-0020127,33631102446,187457074183810,P_PLUS_40,active,2025-12-25,,SOUTH
S00020128,SUB-00020128,C0008588,SUBSCR-0020128,33685875360,873574603849486,P_PLUS_40,active,2025-11-05,,SOUTH
S00020129,SUB-00020129,C0008589,SUBSCR-0020129,33360559562,425136398821267,P_PLUS_40,active,2023-07-28,,SOUTH
S00020130,SUB-00020130,C0008590,SUBSCR-0020130,33174518506,333239119930100,P_PLUS_40,active,2024-11-30,,SOUTH
S00020131,SUB-00020131,C0008590,SUBSCR-0020131,33385438930,124573600142982,P_PLUS_40,active,2023-12-05,,SOUTH
S00020132,SUB-00020132,C0008590,SUBSCR-0020132,33963057669,694121024493319,P_BASIC_10,active,2024-02-16,,SOUTH
S00020133,SUB-00020133,C0008591,SUBSCR-0020133,33702411370,326853306252237,P_PREMIUM_120,active,2025-04-17,,WEST
S00020134,SUB-00020134,C0008591,SUBSCR-0020134,33194616744,722332886605113,P_BIZ_200,active,2025-06-11,,WEST
S00020135,SUB-00020135,C0008591,SUBSCR-0020135,33832813652,103546710568767,P_BIZ_200,active,2025-05-17,,WEST
S00020136,SUB-00020136,C0008591,SUBSCR-0020136,33415803157,453432658134497,P_PREMIUM_120,churned,2025-10-05,2025-10-13,WEST
S00020137,SUB-00020137,C0008591,SUBSCR-0020137,33765581731,504186689418564,P_PREMIUM_120,active,2025-07-03,,WEST
S00020138,SUB-00020138,C0008591,SUBSCR-0020138,33041044594,175439593496026,P_PREMIUM_120,active,2025-11-17,,WEST
S00020139,SUB-00020139,C0008592,SUBSCR-0020139,33056440357,848826297852966,P_PLUS_40,churned,2025-06-14,2025-11-05,METRO
S00020140,SUB-00020140,C0008592,SUBSCR-0020140,33388734435,014900157763172,P_BASIC_10,active,2023-10-16,,METRO
S00020141,SUB-00020141,C0008592,SUBSCR-0020141,33277123440,593923820350848,P_BASIC_10,active,2024-01-03,,METRO
S00020142,SUB-00020142,C0008593,SUBSCR-0020142,33367446778,777577005016913,P_PLUS_40,suspended,2023-05-20,,CENTER
S00020143,SUB-00020143,C0008593,SUBSCR-0020143,33309665291,942330621954870,P_BASIC_10,active,2024-09-20,,CENTER
S00020144,SUB-00020144,C0008593,SUBSCR-0020144,33726335674,005790340085875,P_BASIC_10,active,2024-02-27,,CENTER
S00020145,SUB-00020145,C0008594,SUBSCR-0020145,33049073906,156176227322897,P_PLUS_40,active,2025-05-30,,NORTH
S00020146,SUB-00020146,C0008595,SUBSCR-0020146,33785560064,891727017306042,P_PREMIUM_120,active,2023-10-31,,METRO
S00020147,SUB-00020147,C0008596,SUBSCR-0020147,33372170547,698731456876235,P_PREMIUM_120,active,2025-04-07,,METRO
S00020148,SUB-00020148,C0008596,SUBSCR-0020148,33832199736,836346782972421,P_PREMIUM_120,active,2024-03-10,,METRO
S00020149,SUB-00020149,C0008596,SUBSCR-0020149,33242269664,861737116774340,P_BIZ_200,churned,2025-01-31,2025-11-01,METRO
S00020150,SUB-00020150,C0008597,SUBSCR-0020150,33988607358,017029488976363,P_PREMIUM_120,active,2024-01-11,,METRO
S00020151,SUB-00020151,C0008597,SUBSCR-0020151,33249031215,819069825998080,P_PREMIUM_120,active,2022-12-12,,METRO
S00020152,SUB-00020152,C0008597,SUBSCR-0020152,33080668407,606103668754314,P_PLUS_40,suspended,2025-11-30,,METRO
S00020153,SUB-00020153,C9999994,SUBSCR-0020153,33960260595,779412402336935,P_BASIC_10,active,2025-08-29,,WEST
S00020154,SUB-00020154,C0008598,SUBSCR-0020154,33344290047,845802750987337,P_PREMIUM_120,active,2025-05-29,,WEST
S00020155,SUB-00020155,C0008599,SUBSCR-0020155,33325991199,495553244096133,P_PREMIUM_120,active,2025-10-29,,SOUTH
S00020156,SUB-00020156,C0008599,SUBSCR-0020156,33519857234,413317195387563,P_PLUS_40,active,2022-08-08,,SOUTH
S00020157,SUB-00020157,C0008599,SUBSCR-0020157,33158037816,720024055577357,P_PLUS_40,active,2025-08-01,,SOUTH
S00020158,SUB-00020158,C0008599,SUBSCR-0020158,33865878960,497495363114571,P_PREMIUM_120,active,2025-05-20,,SOUTH
S00020159,SUB-00020159,C0008600,SUBSCR-0020159,33823683983,586641062220928,P_BASIC_10,active,2025-12-11,,METRO
S00020160,SUB-00020160,C0008600,SUBSCR-0020160,33394169812,973392672643260,P_PLUS_40,active,2023-08-21,,METRO
S00020161,SUB-00020161, C0008601 ,SUBSCR-0020161,33057673048,054793005905683,P_BASIC_10,active,2024-05-24,,CENTER
S00020162,SUB-00020162,C0008602,SUBSCR-0020162,33451881150,829486059050405,P_PREMIUM_120,active,2023-11-12,,EAST
S00020163,SUB-00020163,C0008602,SUBSCR-0020163,33888504992,944698184574052,P_PREMIUM_120,active,2025-11-24,,EAST
S00020164,SUB-00020164,C0008602,SUBSCR-0020164,33406956467,603667399409099,P_PREMIUM_120,active,2025-08-30,,EAST
S00020165,SUB-00020165,C0008603,SUBSCR-0020165,33457536332,168455971685406,P_PLUS_40,active,2025-09-22,,SOUTH
S00020166,SUB-00020166,C0008603,SUBSCR-0020166,33680831680,819304904766577,P_PLUS_40,active,2025-05-05,,SOUTH
S00020167,SUB-00020167,C0008603,SUBSCR-0020167,33466024329,597188224936156,P_PREMIUM_120,active,2025-10-29,,SOUTH
S00020168,SUB-00020168,C0008604,SUBSCR-0020168,33948839603,445353639020766,P_BASIC_10,active,2025-04-12,,EAST
S00020169,SUB-00020169,C0008604,SUBSCR-0020169,33872919666,330401769856018,P_PLUS_40,active,2023-09-25,,EAST
S00020170,SUB-00020170,C9999990,SUBSCR-0020170,33400019941,842865025729963,P_BIZ_200,active,2022-08-02,,EAST
S00020171,SUB-00020171,C9999994,SUBSCR-0020171,33474660257,977168773812191,P_PREMIUM_120,active,2025-12-16,,SOUTH
S00020172,SUB-00020172,C0008605,SUBSCR-0020172,33427137821,501774767588170,P_PLUS_40,active,2023-02-01,,SOUTH
S00020173,SUB-00020173,C0008606,SUBSCR-0020173,33198055389,531005900221247,P_PREMIUM_120,active,2025-01-17,,METRO
S00020174,SUB-00020174,C0008607,SUBSCR-0020174,33909893376,812585457986785,P_BIZ_200,active,2025-11-29,,METRO
S00020175,SUB-00020175,C0008607,SUBSCR-0020175,33255950582,484865412442354,P_PLUS_40,churned,2025-08-19,2025-10-29,METRO
S00020176,SUB-00020176,C0008607,SUBSCR-0020176,33316286166,216606901491326,P_BASIC_10,active,2025-10-10,,METRO
S00020177,SUB-00020177,C0008608,SUBSCR-0020177,33637384193,,P_BASIC_10,active,2025-06-24,,NORTH
S00020178,SUB-00020178,C0008608,SUBSCR-0020178,33999714207,093750213723998,P_BASIC_10,suspended,2023-10-28,,NORTH
S00020179,SUB-00020179,C0008609,,33804663389,315269728097001,P_BIZ_200,active,2025-12-10,,WEST
S00020180,SUB-00020180,C0008610,SUBSCR-0020180,33096803226,063617689930493,P_BASIC_10,active,2025-12-09,,SOUTH
S00020181,SUB-00020181,C0008610,SUBSCR-0020181,33152496533,567261688484329,P_PREMIUM_120,active,2023-06-26,,SOUTH
S00020182,SUB-00020182,C0008611,SUBSCR-0020182,33752384384,887494794077372,P_PLUS_40,suspended,2025-07-20,,EAST
S00020183,SUB-00020183,C0008612,SUBSCR-0020183,33232207832,106242292394191,P_PLUS_40,active,2025-04-24,,METRO
S00020184,SUB-00020184,C0008612,SUBSCR-0020184,33220881649,123121983576607,P_PLUS_40,active,2025-04-23,,METRO
S00020185,SUB-00020185,C0008612,SUBSCR-0020185,33245521580,040919850402305,P_PLUS_40,suspended,2025-05-05,,METRO
S00020186,SUB-00020186,C0008613,SUBSCR-0020186,33538497279,811724695970674,P_PREMIUM_120,active,2024-11-28,,EAST
S00020187,SUB-00020187,C0008613,SUBSCR-0020187,33931197141,191803523752090,P_PLUS_40,active,2024-09-17,,EAST
S00020188,SUB-00020188,C0008614,SUBSCR-0020188,33773184542,007359673989026,P_BIZ_200,active,2024-04-13,,WEST
S00020189,SUB-00020189,C0008614,SUBSCR-0020189,33543614514,828095277921914,P_PREMIUM_120,suspended,2024-03-07,,WEST
S00020190,SUB-00020190,C0008614,SUBSCR-0020190,33968995763,640590717663408,P_PREMIUM_120,active,2024-09-30,,WEST
S00020191,SUB-00020191,C0008614,SUBSCR-0020191,33401258480,620942613513459,P_PREMIUM_120,active,2025-03-24,,WEST
S00020192,SUB-00020192,C0008614,SUBSCR-0020192,33080415394,056135139919618,P_PREMIUM_120,active,2024-05-19,,WEST
S00020193,SUB-00020193,C0008614,SUBSCR-0020193,33057382968,306149606749083,P_BIZ_200,active,2023-01-15,,WEST
S00020194,SUB-00020194,C0008615,SUBSCR-0020194,33237367139,,P_PLUS_40,active,2022-10-28,,WEST
S00020195,SUB-00020195,C0008616,SUBSCR-0020195,33348943931,865120872692543,P_BIZ_200,active,2025-08-24,,WEST
S00020196,SUB-00020196,C0008616,SUBSCR-0020196,33122558970,741861492171048,P_BIZ_200,active,2025-10-31,,WEST
S00020197,SUB-00020197,C0008616,SUBSCR-0020197,33826540831,347591285924998,P_BIZ_200,churned,2024-09-05,2025-01-24,WEST
S00020198,SUB-00020198,C0008616,SUBSCR-0020198,33204769004,003538405512893,P_BIZ_200,active,2025-07-01,,WEST
S00020199,SUB-00020199,C9999996,SUBSCR-0020199,33808790295,678097756665613,P_PREMIUM_120,suspended,2024-09-25,,WEST
S00020200,SUB-00020200,C0008616,SUBSCR-0020200,33962878121,703560031944244,P_PLUS_40,active,2024-01-15,,WEST
S00020201,SUB-00020201,C0008617,SUBSCR-0020201,33267318216,638276744231199,P_PREMIUM_120,active,2025-04-08,,EAST
S00020202,SUB-00020202,C0008617,SUBSCR-0020202,33656670681,571030590375671,P_PREMIUM_120,active,2025-04-22,,EAST
S00020203,SUB-00020203,C0008618,SUBSCR-0020203,33257742466,468886787414834,P_PLUS_40,active,2025-04-29,,WEST
S00020204,SUB-00020204,C0008618,SUBSCR-0020204,33629569971,505173153109762,P_PLUS_40,active,2025-04-01,,WEST
S00020205,SUB-00020205,C0008619,SUBSCR-0020205,33484950205,141707770616665,P_BASIC_10,churned,2024-04-29,2025-09-18,METRO
S00020206,SUB-00020206,C0008619,SUBSCR-0020206,33693996036,135629448177818,P_PREMIUM_120,active,2025-05-04,,METRO
S00020207,SUB-00020207,c0008619,SUBSCR-0020207,33969620117,239669982428014,P_BIZ_200,active,2025-04-26,,METRO
S00020208,SUB-00020208,C0008620,SUBSCR-0020208,33701210307,161300358352489,P_PLUS_40,active,2024-10-22,,NORTH
S00020209,SUB-00020209,C0008621,SUBSCR-0020209,33010797795,208614732809809,P_PLUS_40,active,2024-04-18,,METRO
S00020210,SUB-00020210,C0008622,SUBSCR-0020210,33288252600,781675498175153,P_PLUS_40,active,2024-11-24,,METRO
S00020211,SUB-00020211,C0008622,,33838349500,,P_PLUS_40,suspended,2025-04-26,,METRO
S00020212,SUB-00020212,C0008623,SUBSCR-0020212,33306754799,136670670289617,P_PREMIUM_120,active,2025-10-23,,CENTER
S00020213,SUB-00020213,C9999994,SUBSCR-0020213,33504702397,305520537440794,P_PLUS_40,active,2025-09-03,,CENTER
S00020214,SUB-00020214,C0008623,SUBSCR-0020214,33016934617,319160996960943,P_PLUS_40,churned,2025-09-07,2025-10-04,CENTER
S00020215,SUB-00020215,C0008624,SUBSCR-0020215,33431980851,040522911960027,P_PLUS_40,active,2025-09-22,,SOUTH
S00020216,SUB-00020216,C0008624,SUBSCR-0020216,33131162772,494296110849680,P_PREMIUM_120,active,2023-11-01,,SOUTH
S00020217,SUB-00020217,c0008625,SUBSCR-0020217,33308702050,906308971254374,P_BASIC_10,active,2025-04-29,,METRO
S00020218,SUB-00020218,C9999992,SUBSCR-0020218,33802542679,965417482954778,P_PLUS_40,active,2024-11-22,,METRO
S00020219,SUB-00020219,C0008626,SUBSCR-0020219,33009552062,125522932102149,P_BASIC_10,active,2025-10-16,,WEST
S00020220,SUB-00020220,C0008626,SUBSCR-0020220,33535550589,164945400445507,P_BASIC_10,active,2025-03-29,,WEST
S00020221,SUB-00020221,C0008626,SUBSCR-0020221,33882046026,819526987757525,P_PLUS_40,active,2025-05-07,,WEST
S00020222,SUB-00020222,C0008627,SUBSCR-0020222,33948515778,136868379286018,P_PREMIUM_120,active,2025-12-04,,CENTER
S00020223,SUB-00020223,C0008627,SUBSCR-0020223,33281667243,076024519740061,P_PREMIUM_120,churned,2025-03-18,2025-06-02,CENTER
S00020224,SUB-00020224,C0008628,SUBSCR-0020224,33073316556,,P_PREMIUM_120,active,2025-05-23,,METRO
S00020225,SUB-00020225,C0008628,SUBSCR-0020225,33306544894,,P_PREMIUM_120,active,2025-07-21,,METRO
S00020226,SUB-00020226,C0008628,SUBSCR-0020226,33647348457,,P_PLUS_40,active,2025-05-05,,METRO
S00020227,SUB-00020227,C9999998,SUBSCR-0020227,33695120797,584072131971531,P_BASIC_10,active,2025-05-06,,WEST
S00020228,SUB-00020228, C0008629 ,SUBSCR-0020228,33564614041,097698254129050,P_PLUS_40,active,2024-06-11,,WEST
S00020229,SUB-00020229,C0008630,SUBSCR-0020229,33152860257,866950036593896,P_BIZ_200,active,2022-09-25,,EAST
S00020230,SUB-00020230,C9999993,SUBSCR-0020230,33209692903,943026201396370,P_BIZ_200,active,2025-12-31,,EAST
S00020231,SUB-00020231,C0008631,SUBSCR-0020231,33706090285,307811709623879,P_PLUS_40,churned,2025-11-18,2025-11-19,EAST
